wins_life_expectancy,wins_infant_deaths,wins_alcohol,wins_measles,wins_bmi,wins_polio,wins_total_expenditure,wins_hiv_aids,wins_thinness_5_to_9_years,wins_schooling,status
82.8343965567242,0,3.0239826676197143,0,31.259913918104786,96.21867814425269,5.648198220361474,0.1,2.0469252990231137,15.312528742298923,0
78.18434032011592,0,11.737090015281247,0,54.91085080028982,97.0,8.23445129574496,0.1,1.857829839942036,16.742170160057963,0
78.87315456739401,0,1.9961985767947117,142,29.029065754517553,97.70607458082358,2.889294505697616,0.1,2.014696270958821,12.896799315888167,0
83.5666286901996,1,9.945446090091352,87,6.413325738039918,92.0,8.367219057516632,0.1,0.681112376993347,19.0,0
85.45618117134508,0,6.6755281527105295,0,55.800449822119894,96.45618117134508,9.761707770934207,0.1,0.9,17.6004498221199,0
74.811834293873,2,9.367479221702192,125,55.06840230529521,98.611834293873,6.049668631100632,0.1,2.516449711838099,14.883550288161901,0
71.18084756151852,0,9.052938640286941,0,57.31791270928655,94.97760911339181,7.0059215664647185,0.1,2.5303478817855747,13.323630615803118,0
78.09207601660573,0,11.05118859750914,0,54.914104522832886,96.48019004151433,8.115150589206273,0.1,1.8519809958485667,16.670047510378584,0
79.38932701235521,0,5.160816241312763,93,37.42519014517379,91.20288570656368,2.586625167644784,0.1,1.9654807791505788,13.39038441698842,0
81.80196602351677,0,11.947229671766443,2,58.74224009019239,97.0,1.6785463192143175,0.1,0.5,16.1834971686264,0
78.00949549432858,0,11.171062342949138,0,54.82234414262715,96.70949549432858,8.424471893677273,0.1,1.5675963954628638,16.65474774716429,0
80.15504106144722,1,9.943825268166057,354,57.89807743015762,92.71008212289445,8.442424402231492,0.1,0.359003519552619,16.728991787710555,0
74.72168742221706,0,10.566732669152254,158,62.5639456205533,95.10985886260399,7.410618306377249,0.1,1.813239933573225,14.375774180166376,0
75.76433076737824,2,10.3398720017381,349,58.24429301203044,94.8308854010701,6.440493115373709,0.1,2.7231640508025827,15.532165383689115,0
86.63300096562826,0,11.444055094896957,39,62.77606838580707,98.68898386917648,2.0408784220668,0.1,0.8875593547670595,16.380864194014116,0
79.65269695572103,0,12.570145142989828,57,57.753527306269525,93.44190913283691,8.7401660701097,0.1,0.2883818265673822,18.032572739851073,0
79.79451088645966,1,9.696508520340691,0,55.705489113540345,96.0,8.119958820280333,0.1,0.5094099089263002,14.915683181543834,0
81.33217038879376,0,9.31264051083103,51,60.26658101264166,96.73815641954167,9.47666172244522,0.1,0.6059860307479202,17.56658101264166,0
80.84592635910063,1,11.046571505531768,115,59.5622038397573,97.34302027623126,1.4461044823197713,0.1,1.0104653149179164,16.310465314917916,0
76.66112982108272,0,11.538374796220294,0,53.101412276353415,95.0,8.890847365812048,0.1,1.952297664007497,16.153709940360912,0
81.19158682421136,0,10.275505979266553,0,62.075718582097814,91.87380236317031,8.204372681975471,0.1,0.5873802363170311,19.0,0
81.04703402760543,0,9.770379377636798,51,60.641523613523866,96.47034027605439,5.009864386322723,0.1,0.5292381932380661,17.94152361352387,0
76.75486402353226,0,12.217581067058871,0,5.9241893294112895,96.0,8.877458169416142,0.1,0.8418932941128892,15.337160058830666,0
82.40036214269283,3,7.404643893018723,786,24.851267499424885,97.50060357115471,8.450181071346412,0.1,1.4500603571154707,14.900120714230942,0
72.30483526798275,0,10.943989959353916,1,58.44075933452978,91.0,6.283791183004309,0.1,2.879620332735108,15.703886099820533,0
86.65692351911896,0,6.959555491682817,2,67.62642783192953,95.92376078202643,9.573316273709253,0.1,0.6923760782026435,14.914358826960347,0
83.13735190752395,2,5.007290714320025,453,27.366996485581417,98.27470381504789,7.286223144350102,0.1,1.6274703815047893,15.154940763009579,0
81.3,0,10.293612377419912,10,63.25283458555243,92.0,9.039611104066257,0.1,0.542089647265198,19.0,0
84.37899461120799,0,9.815814482942297,585,63.67899461120798,96.62100538879201,5.933909027354133,0.1,0.6242010777584033,17.43302812416772,0
76.95465771420324,0,11.618944971535802,12,52.52794628521938,97.0,8.918630856812918,0.1,1.0,16.336026857390312,0
79.28953440198852,0,6.032829280729125,5,55.16266080287231,92.56718399779054,9.542093119602296,0.1,0.7,17.27312640088379,0
81.2868300172071,0,10.513466060798415,11,62.306840252370776,92.08779988528602,8.649407843988973,0.1,0.6131699827929015,18.986830017207097,0
74.9143744495504,3,8.374704528815133,34,53.569050572467596,98.16574977982016,5.99015793815789,0.1,2.8817746256942653,14.419875770629455,0
80.01484157172243,0,9.538608700573146,67,61.51582904659013,86.45541638741891,8.301777454761863,0.1,0.43366249162256726,18.112866621987024,0
81.97448872075523,3,7.769031203584616,786,23.528058894969693,93.65303255347315,8.18494799402564,0.1,1.4,14.758162906918415,0
74.01503565127854,0,10.496446942508987,0,6.190004194268065,94.04997902865968,5.781453233911083,0.1,2.2299874171958076,15.46997064012355,0
81.43745986562072,4,8.020618979843109,786,22.453094899215547,83.657955711119,7.715602926091401,0.1,1.4,14.584364966405182,0
81.98683477041489,1,9.54937169496096,10,57.397798848346596,96.90596264582058,9.344389799206215,0.1,0.9924770116656463,16.645137930006122,0
78.4517714487961,0,6.335554301556935,3,64.04491432279282,90.0342856300163,8.122822884614687,0.1,0.7,14.117257149598695,0
78.3122709530228,0,11.893474014311186,0,53.82924301565907,98.14621507829533,6.318852506481653,0.1,1.0,12.646215078295333,0
77.92740686090488,0,13.420962744361955,5,53.493581704253636,94.51604573936591,9.873876798244387,0.1,0.6,15.779011434841477,0
77.63230084447213,0,13.384312327202366,242,51.91173708538131,83.62996839178881,6.6263612209149745,0.1,0.35512223428152034,16.45275237061584,0
83.4486080275304,0,9.858587531943305,28,59.128625106477685,94.39385140890685,2.977615712631502,0.1,0.7621520068826002,18.92122971821863,0
81.3,0,9.247026861700672,8,66.21057626041114,92.0,11.041774699355237,0.1,0.3145710568914503,19.0,0
75.0103614120681,2,9.500621684724086,13,55.48393981129445,98.99481929396595,6.1915554491645,0.1,2.5082891296544783,14.785494023104663,0
79.26937824459684,0,11.075190389957406,104,57.30634069781275,51.0,8.358935892791456,0.1,0.5558614028730243,18.567584208619074,0
82.66982997086691,3,7.1262163906590335,786,25.83023180762974,98.0,8.57982379301725,0.1,1.4981143731791822,14.99057186589591,0
79.21126364730736,2,11.833506242476187,786,57.53643525052815,95.43046022043289,1.2866895470961048,0.1,1.1,16.42781591182684,0
80.73664150355347,0,11.319236657345913,1,6.022137465047172,97.96183286729564,7.888549068070726,0.1,0.7961832867295638,14.211450139811308,0
80.27399177133125,0,8.645579833259166,3,56.28069547423218,96.87399177133125,9.74857860112631,0.1,1.1310987656996863,16.137802468600626,0
74.86318063263637,0,13.044727746945451,11,61.65613656122727,94.21931719386365,7.058048830776517,0.1,2.212273122454543,15.687121870757572,0
83.5615106278379,0,11.000548017775651,0,52.04116915468915,94.92691843797299,1.5727284033662225,0.1,0.5511570934189105,15.273081562027015,0
79.28245220277276,1,9.555901955660032,786,54.66277901723933,96.37765673538276,7.92409804433997,0.1,0.7265940412296523,15.69095375599758,0
79.64517319177048,0,12.243788686131557,4,58.113175514266395,97.0,1.4448937624418035,0.1,0.5,16.00376443264754,0
81.82890311519465,0,11.115393655311843,1,57.89582776034604,95.80989235021627,9.706490540117198,0.1,1.5950538248918638,16.5908815852379,0
81.16815218606142,0,7.1377785348865155,6,56.5948233953805,98.20740488371162,9.420222827909212,0.1,1.3,15.820740488371163,0
79.54736192995261,0,11.066575133847158,15,6.590789879377962,98.72369638133885,9.0732937334686,0.1,0.7723696381338858,15.709210120622037,0
79.07452506225732,0,11.66310317060198,26,6.031104778460662,96.94370159282022,8.930358760511215,0.1,0.867558088615735,15.525474937742684,0
79.98371523074857,0,7.004843360413674,9,54.03553894502148,98.92027120881089,9.235182371427292,0.1,1.2880406813216343,15.927905076916188,0
81.30858385548859,0,7.56905462603102,8,6.395708072255705,95.43562108383558,10.208304017786283,0.1,0.7957080722557056,17.78712421676712,0
78.9773079079915,0,13.384858216419353,86,55.861268648422936,91.11346046004248,7.2442805384490905,0.1,0.21361525520509772,17.6136152552051,0
79.20087631645636,2,11.810731474913334,786,55.61462041426888,96.27193062140331,1.3538889393555433,0.1,0.9301171449941072,16.05731020713444,0
71.65149856912892,3,10.010772294759615,114,54.06285288857154,97.0,5.586821293149852,0.1,3.802997138257823,13.288011446968708,0
74.99076004258718,0,12.531579808357654,4,56.610730180995546,95.47690010646797,6.523830074527579,0.1,1.904619978706406,13.076900106467969,0
75.77317335634679,2,9.356184606530517,10,54.12682664365321,99.0,5.6745460509307675,0.1,2.9788370018675936,14.429658466413615,0
78.14840418949144,0,12.820744711570656,0,54.896808378982904,99.0,7.4667818852711525,0.1,0.9752659684180917,13.449468063163817,0
73.16252355948266,0,13.341723167403,19,56.49218455506467,97.56246073419555,6.836867539497154,0.1,2.0921845550646663,13.732799738613553,0
80.53322081437925,0,9.693461075440025,11,6.533339952095338,97.66679904190676,10.456538924559975,0.1,0.866660047904662,17.299841149711888,0
81.686110179334,0,8.079165269001006,0,58.65595038428715,96.16269974380856,8.876269974380856,0.1,0.9,18.351190076857428,0
80.26982937509449,0,8.650553896762087,3,56.27840615630197,96.86982937509448,9.747870993766062,0.1,1.1304744062641732,16.139051187471654,0
78.7425596335321,2,12.04674795077096,786,56.76228195816204,96.54325382195722,1.397716269109786,0.1,1.1,16.368511926706418,0
82.40022086709281,2,7.455231910447452,0,62.85055216773203,95.49889566453594,9.235033130063922,0.1,0.6,16.399779132907188,0
73.39636906496717,0,13.609061607977335,11,61.82375036431052,93.02420623355222,6.535234197533149,0.1,2.7096824934208863,16.478214389803007,0
78.59457691855242,0,13.028734614328899,0,54.79819230618414,98.00903846907929,6.428857699697707,0.1,1.0,13.4,0
75.77077019502607,2,9.778133267724247,73,55.13506726062907,98.0,6.1248013519475215,0.1,1.978832508868972,14.992732278367013,0
78.39522372627286,0,10.06664253384114,786,52.036178981018296,96.92619406843178,7.684225235014221,0.1,1.0483358479022473,16.411432882118138,0
79.223236406573,2,11.801793511976927,786,55.75698483059459,96.7713232203964,1.3748455542436029,0.1,0.9399262542774739,16.07132322039639,0
79.5,0,13.103703706199344,65,57.40439988448229,94.19381786676988,7.45299638043894,0.1,0.30969089333849387,16.905291008856207,0
74.57805584568268,2,10.03298208966397,12,55.52220758706933,98.11169651722672,6.006793992496811,0.1,2.7220758706933204,14.777792412930669,0
72.62934396691055,0,11.578858872390995,7,56.953161017578765,94.32166998965955,6.89546321075407,0.1,2.3391650051702255,12.803499003102136,0
80.85879593982575,2,11.931963773185544,257,59.66469898495644,98.54412626880445,8.04622442684745,0.1,0.5,15.660783164159406,0
78.12536626927606,0,5.834199460606742,3,63.39650482700611,94.72886144226995,7.576358319295691,0.1,0.7,13.998252413503058,0
75.19079855462643,2,9.511447913277586,13,55.204262240329044,98.9046007226868,6.044499177979467,0.1,2.652638843701137,14.53288202352301,0
72.24277878740814,3,8.15417732258126,786,54.18564898950678,97.0,5.544268737271763,0.1,3.7428702020986435,13.57138939370407,0
81.11750185818715,0,11.333582651998041,1,6.1233358109162115,99.0,7.172999256725136,0.1,0.9,13.9,0
78.16337689737789,0,6.18063864166875,3,63.37102083873669,94.480890146603,7.883473681561517,0.1,0.7,13.751910985339698,0
87.0126979648968,0,6.80063489824484,2,57.35862462223203,95.35026395319572,8.575534313915444,0.1,0.9025395929793592,16.992381221061923,0
74.51039580224295,0,13.424990461175199,18,56.217048163481294,95.0,6.229127323929885,0.1,2.0896041977570423,13.113304722476673,0
81.59778054276359,0,7.946670814145376,0,58.46667259163625,96.28888493890916,8.888888493890917,0.1,0.9,18.31333451832725,0
78.21935098765064,0,10.403413646064573,0,53.197836625502156,97.39783662550215,5.909242818925755,0.1,1.0,12.5,0
74.45859307396815,0,11.438398629042357,0,54.904609667947135,99.0,8.15171861479363,0.1,1.4724220778095551,14.727577922190445,0
71.9993255015423,0,13.389477824059824,0,58.993929513880666,94.99325501542296,6.222765443676584,0.1,2.9959530092537783,16.399325501542297,0
77.84849672562454,1,9.990387486556797,786,51.9167693773886,97.0,7.338261435827979,0.1,1.2167693773886012,16.374248362812274,0
78.32389920765046,3,12.409811663934033,786,55.7194960382523,96.2389920765046,1.2097480191261518,0.1,1.1,16.22389920765046,0
78.23979315351836,0,6.29853800828547,3,63.49110352695742,94.37172406640234,8.046131141060508,0.1,0.7,13.762827593359766,0
78.52905017652462,0,6.099958032878711,4,64.13659199029514,94.39245818622948,8.154971919685295,0.1,0.7,14.368295995147571,0
72.09147005330595,0,11.007404719349076,1,58.19317604264476,91.24573502665298,6.371535390404928,0.1,2.9788384760123208,15.8,0
81.02447207035638,0,6.559002044215255,3,58.97341621106913,93.16314713570918,9.251842643214541,0.1,0.7,17.416314713570916,0
79.58037143780102,3,11.755583573505229,785,57.98037143780102,94.04907140549746,1.3488328529895415,0.1,1.1,16.495092859450256,0
78.71143870698084,0,6.577365549951113,4,64.36516515535784,94.0,8.697261805211186,0.1,0.7,14.22287741396168,0
81.82143942034975,0,7.007136347790151,4,55.43565136197146,98.6428788406995,9.36713938548808,0.1,1.3,15.86428788406995,0
72.30365673686832,0,11.49370500994981,3,58.46116655404008,93.36264725757634,6.477035341818321,0.1,2.357509817171756,16.130039268687025,0
72.37570096828361,1,10.965020027665247,0,59.70240331982952,94.5020027665246,7.576208215591633,0.1,2.24979972334754,13.42550069163115,0
84.34885206448247,1,7.1581925726867475,1,64.95400024429901,96.0,9.385651869043263,0.1,0.6435925971166482,15.75892584901698,0
81.21112738464528,0,10.534048984631147,1,57.59041661540772,96.0,9.36641421538475,0.1,1.3207107692375635,16.69242646154254,0
77.1584223157303,1,10.627770581892133,13,57.678925254786535,93.25304858966301,4.922797120134894,0.1,1.753620395820239,15.68372717469661,0
77.72788032613195,0,5.612788032613195,2,62.67980054355324,94.75960108710649,7.042688304389818,0.1,0.7,13.724039891289351,0
86.42522116279552,0,7.422354089915661,0,55.11446892248721,96.61681410853035,1.6827566348838656,0.1,0.8233628217060697,17.140176930236418,0
70.91006299534298,0,7.0932075890039465,0,55.42452827399737,96.08176091332456,6.013899355265176,0.1,2.8,13.74088045666228,0
82.60180368294954,2,6.638688819832417,436,27.522164419539443,96.30541104884861,1.6521522690137176,0.1,1.6101803682949538,15.120360736589907,0
79.94940420922651,2,9.275297895386746,786,56.70357474464096,96.50595790773494,8.199642525535904,0.1,0.5,15.301191581546986,0
81.76748833022219,1,10.573004667911121,68,63.67914721703699,92.0,9.107241831155536,0.1,0.6,19.0,0
79.21557198533027,0,10.169828203788361,4,57.35426266626357,51.97324908314169,11.666080926159704,0.1,0.8922140073348666,16.7065680880184,0
81.61440752731656,0,10.246293737352742,0,58.48919435451257,96.0,9.129004704572855,0.1,0.9216112909748558,18.342369890733718,0
82.27221169626243,0,8.248054430264569,0,60.10301007584341,89.52566531631749,8.646707863299893,0.1,0.8474334683682518,18.752566531631746,0
72.433385177253,1,13.010217744462599,0,57.299844468241,97.733540709012,7.46467081418024,0.1,2.2266459290988,14.3735096026602,0
81.15649574879541,0,7.293217985512419,0,57.51299149759081,97.0,8.900679463764826,0.1,0.9,18.128247874397704,0
79.96256639595093,0,1.9473899274240303,96,28.74074459146192,95.0,3.4251352715372274,0.1,1.9108265070355324,12.987336810663283,0
78.58367554140216,0,6.628875789808163,4,64.15102662420648,91.90811146494596,8.541427121018486,0.1,0.7,13.967351082804322,0
81.86901574306937,1,9.356602413976237,0,16.759251679046592,96.74645675907506,7.63859840468673,0.1,1.2380314861387403,14.463385810231234,0
76.8398223306611,0,9.214549242244683,1,56.70606218426862,98.58008883466945,6.277619543627281,0.1,2.5419911165330547,15.606062184268618,0
76.37800663216944,0,10.816345386385981,103,60.35147952716502,94.58349192613134,7.89823500579857,0.1,1.995085640110923,17.08821597466281,0
80.08550685809203,0,3.4601959922480177,215,28.958776253757325,95.20611873121338,2.456454243474147,0.1,1.9276328761271975,13.251304114855222,0
81.47850865485972,0,9.909878343923076,786,55.56499213194571,96.28249606597285,10.200536133296827,0.1,0.4282496065972852,15.328249606597286,0
80.44732093984072,1,11.241015924347556,786,56.799628668558974,94.70610078320061,1.3223474804199848,0.1,0.8528647258797883,16.076339530079636,0
77.61181139493351,0,13.466905225901208,244,53.577796463787195,84.69449115946799,6.9707324951120935,0.1,0.3211811394933498,16.404684872279926,0
85.21417394739838,0,9.377401062478654,1,58.87858260526016,94.94645651315041,9.300708697369918,0.1,1.3625195592052837,16.832126092109757,0
81.32232531754057,0,7.002725620094049,0,56.73883734122971,95.0,9.279837152133792,0.1,0.9,17.824790759240532,0
76.95805520060428,0,11.61452823921445,12,52.54833120362561,97.0,8.932220802417074,0.1,1.0,16.325834398187194,0
82.56073100601377,0,11.96,23,59.58785379879725,97.78036550300688,9.467653223728533,0.1,0.5,16.14625585210482,0
79.25175634680528,0,11.336427245280792,11,61.92839712003868,93.9053429332044,8.182274914690197,0.1,1.028702159970989,16.856489200145056,0
79.70147608871234,2,9.513696121637434,786,55.70344420699546,96.4975398521461,8.070787247313248,0.1,0.5,15.00098405914156,0
77.73391585822553,0,12.019588250591521,0,58.5432760763401,93.61404032717185,6.008071694879837,0.1,2.9157879018484447,16.03625591275417,0
74.8635478786966,0,10.86300157604056,0,55.24975666641563,99.0,8.326749605989859,0.1,1.3591130303258516,14.881773939348298,0
77.18613589775335,4,9.649781743640535,13,52.306932051123326,98.18613589775335,4.530911461471797,0.1,4.118613589775334,11.944159230673996,0
81.33209528934704,3,7.936843530093281,786,22.432095289347036,95.01591770839525,7.636100703701502,0.1,1.4,14.566312939813438,0
75.18402416129595,2,10.482486980665414,39,56.223078524211836,98.85503020161994,6.2857987919352025,0.1,2.428993959676013,15.0,0
73.40655596249937,0,10.547533569013694,3,59.44797112434154,91.62122742763256,6.059094582631816,0.1,2.241415161842171,15.665660647368684,0
81.84307337186125,0,10.426071063571069,69,64.04231657034687,92.07115828517344,9.365798804454098,0.1,0.5786525144479702,19.0,0
81.28970987039666,2,8.367542027756542,438,56.63316159195757,96.93099240738718,8.328665940596748,0.1,0.575908351874098,15.937893166648465,0
79.87698012334596,0,9.91020742337869,0,56.50592154794969,95.9407845205031,9.465403553504467,0.1,1.059215479496892,16.452627616402488,0
74.06314883212748,2,10.683390948891597,12,55.54930795620382,97.02768175184734,5.771020781026796,0.1,2.993079562038165,14.750692043796183,0
80.24894016300384,1,10.518141572643954,42,61.467057748640435,96.0,9.429929344200255,0.1,0.6228236215451055,17.24164776517914,0
80.56502073631822,1,11.392351241012094,21,6.462175716201584,93.73054297209502,8.07650207363182,0.1,0.4621757162015837,16.12150641228654,0
76.50299111349263,2,11.007161813882057,0,58.78806926302998,96.0,6.729551332976107,0.1,2.2164174072089486,15.334330371164206,0
80.39725847947744,2,11.27167918132006,786,56.870550487406945,94.66438206623121,1.3233904483442198,0.1,0.8674662768190768,16.101370760261275,0
82.07574374827358,3,7.637149723680085,786,23.819145827578613,91.75743748273584,8.079786456894654,0.1,1.4306381942526205,14.791914582757862,0
81.76267368951113,1,9.885283504708132,300,63.22534737902226,97.0,9.386053340047434,0.1,0.5,16.331336844755565,0
73.7345349313134,0,10.458825138785338,0,51.77267465656703,98.0,5.695616369495468,0.1,1.6,13.403604793940215,0
78.96968098503999,0,13.252022107247877,87,55.17846019331959,89.93883447639931,6.349844270647429,0.1,0.45771162716016894,17.16037428307971,0
78.12411691648295,0,11.311604107053551,83,58.164884325496054,95.37941541758528,8.157194899363251,0.1,0.7255298501102343,18.125529850110233,0
75.5069959919904,0,10.288929969024647,0,56.452263618159975,98.539094552736,8.61995873564641,0.1,1.3539094552736008,14.946090544726399,0
79.29217647123197,1,8.988247242637001,50,58.37464889760198,97.28247242637,2.854795679675317,0.1,1.3802031248290063,16.66330238989699,0
78.95747718145623,0,11.750428258532851,0,56.202340270193616,97.0,9.291923694824098,0.1,1.0102738225252326,16.267751003981463,0
71.15259952655846,0,13.29962428909601,0,59.2173436011224,96.07514218079781,6.642311137743061,0.1,2.8737002367207647,16.428614928242077,0
73.95934651865534,0,10.458228092843468,0,6.1360665993887915,94.51146720488967,5.648262643792189,0.1,2.1360665993887915,15.093119677066198,0
73.1,2,10.751679874226209,8,56.1358827253611,95.0,5.5060757526186475,0.1,3.3468906498968276,15.235882725361103,0
76.99997556701373,0,11.559972425629782,11,52.8000255964618,97.00002326951073,9.099966142861884,0.1,1.0000174521330492,16.199991855671243,0
78.34165658284823,3,12.372521176018719,786,55.80828291424115,96.41656582848229,1.254141457120573,0.1,1.1,16.24165658284823,0
73.76575712675991,0,12.809659015695626,12,63.25852647082253,94.04502036217117,7.271064049898111,0.1,2.2819918551315292,15.402728619720264,0
71.12731721000048,3,8.885990774801886,8,53.15131833200447,96.83609673999709,5.405444430601876,0.1,3.918048369998542,12.521853768000389,0
81.7,0,7.4,26,57.71076873481107,98.0,11.702692183702766,0.1,1.3,15.994615632594467,0
75.4713503974996,0,11.366135922062824,1,57.703512798124706,96.22612533124968,7.254061783311972,0.1,1.6643248012501968,13.939187996874507,0
81.7783205121455,3,7.890839743927256,786,23.126221152327346,92.13282048581951,7.923950320090929,0.1,1.4,14.739160256072743,0
81.84802874387249,1,8.927519907965511,786,63.310681689950364,96.69605748774497,9.238028743872487,0.1,0.5,16.926451738970474,0
81.91566667030611,0,7.9917500027295905,0,58.95437500682397,95.4608333242347,8.673041666211736,0.1,0.9,18.507833335153062,0
74.70530575951072,2,9.063271885031611,47,54.50722172822292,97.99705235582738,6.224539372025839,0.1,2.5973471202446397,15.304863612884828,0
79.49914498837762,0,4.181852222183339,7,62.42564125871679,96.08262082364801,7.727378949103119,0.1,0.7811965617736011,13.854131041182402,0
81.45860510156558,2,8.52587015551985,439,58.90277895062221,96.90053649939786,8.902223160497773,0.1,0.5198927001204288,16.033154500200716,0
78.54485869665702,0,6.661870107841542,4,64.03457608997103,92.87853258357478,8.568598912340093,0.1,0.7,13.889717393314019,0
83.02171684917947,0,10.479891415754103,51,60.693484945246155,95.66304719180343,8.480756673262132,0.1,0.604343369835893,18.263047191803423,0
81.1,0,7.127127635842429,11,5.82893045009266,97.0,9.128087937964583,0.1,1.1839140403454134,17.06758530783486,0
76.98484253790906,0,11.579704700718231,11,52.709055227454314,97.0,9.03937015163621,0.1,1.0,16.24547238627284,0
73.39051678805444,3,10.191913693371976,116,55.259568466859875,96.5773708029864,6.144243342953,0.1,3.223793284778225,13.82978423342994,0
73.84886255856637,0,10.339413818871915,7,57.33941381887191,96.30293090564042,6.636417310954168,0.1,2.7423447245123436,15.745603641539356,0
77.57711632577006,0,11.732898790512593,0,58.15541318763225,94.65059026804606,6.969881946390787,0.1,2.3349409731953936,15.939763892781574,0
79.44368933345073,0,12.186213600070445,17,52.48737866690149,83.0,1.4996504799506878,0.1,1.9,14.786213600070445,0
83.54966160048309,0,9.992738858563607,579,62.84966160048309,97.45033839951691,3.2192256389146543,0.1,0.7900676799033817,16.631339547133656,0
78.69977536453226,3,11.890941765158944,780,56.85425955485925,95.63677206448679,1.5691480890281513,0.1,1.1,16.33632279355132,0
79.32905899184223,0,11.331727944112934,0,57.59521208450025,99.0,7.784821065384125,0.1,0.9629058991842235,13.68871769755267,0
71.90980598032509,0,11.992973293071326,2,58.188253822925766,94.09805980325085,6.589795480667151,0.1,2.4588358819505096,16.309805980325084,0
78.93531453621368,0,11.80758784498032,93,52.9564921219842,77.62088614992639,2.895003435834509,0.1,1.6680322236336869,15.53121786531262,0
72.19848584027625,1,10.95273203332599,0,59.109084958342514,94.04542479171258,7.898485840276248,0.1,2.3,13.303028319447506,0
80.85764686742775,1,11.12862761047688,65,61.892417864696526,93.47451044190751,8.403999837313583,0.1,0.5754248259682081,18.189019256950868,0
77.98544383917766,0,10.417902289223226,0,53.189792801541884,96.21360959794416,8.069168592729826,0.1,1.45387568092513,16.542721919588832,0
75.44561729960321,0,11.987081301025201,1,57.991234599206436,96.0,7.115149191302949,0.1,1.7590637833994638,13.886553516203755,0
79.08305866268277,0,10.399656085272596,26,58.044088816870904,91.3050712712366,9.387792379168292,0.1,0.6966085525483923,17.611870066080627,0
75.42154418368288,0,10.872154418368288,0,63.450933948997466,99.0,7.55510586122148,0.1,1.7078455816317124,15.392154418368287,0
84.08899391820773,0,10.496592840963745,574,56.85503040896135,96.3665091226884,1.6976934491429712,0.1,0.682201216358454,15.501053344985749,0
77.67567205951579,3,10.641122188452973,124,56.08262289965413,96.58135834305477,2.6751494801579834,0.1,1.5650866744438248,15.905845408403435,0
80.88248230479861,0,7.520762037843934,24,56.684053434401164,97.66535739199787,9.325373143280604,0.1,1.350196391200318,15.917517695201377,0
80.96126343485112,0,7.824290195352918,3,56.65869488916811,97.56126343485111,9.865414783924688,0.1,1.2341895152276672,15.931620969544666,0
86.24868165845767,0,8.389537418608665,0,57.901054673233865,96.66490887794356,9.414868165845766,0.1,1.1918863902570558,17.424340829228832,0
83.1283326785464,0,9.504410146391685,23,57.03344475001168,96.09555642860481,11.661911128572097,0.1,0.3477782143024054,15.90477782143024,0
81.90667094394483,0,11.357694325561374,49,54.81454020515861,83.42422298206891,11.081823139572426,0.1,1.827882093048284,15.410297975337919,0
78.52653261375555,0,8.792452182008875,65,59.41427170371117,82.0,7.550814124868898,0.1,0.3,17.346934772488904,0
79.3390676724201,1,11.23554937500305,156,57.83906767242011,94.60155387929983,8.134395000024409,0.1,0.38046616378994724,16.576581465540386,0
78.26690392098534,0,11.186204030727923,0,58.05100828094102,96.29655991220594,8.462965599122061,0.1,1.0669039209853377,18.236536166808733,0
74.47202390550635,1,10.785672750778627,111,57.71432724922137,96.28557583592875,6.914385398131294,0.1,2.5855758359287577,15.15711516718575,0
83.4592614375899,0,10.821166550327193,0,6.9,98.75900528252193,7.556946476743857,0.1,0.8036021130087725,14.5988846806864,0
71.96150957843989,3,7.7650882501751735,786,53.95125798203323,97.0,5.483327075328641,0.1,3.7897484035933524,13.430754789219943,0
78.9680108034688,3,12.100301875055262,786,56.833250714096245,94.97229107158647,1.247632348199286,0.1,1.1,16.35415633926203,0
79.10711244447285,0,9.946756822249203,2,55.62489355565496,96.98221888881788,9.091024288932909,0.1,1.3053343333546334,16.703556222236422,0
72.41241769447419,0,10.891176768167215,1,58.53856154043108,91.0,6.256895576381453,0.1,2.8307192297844592,15.689215768935338,0
78.62134795352009,2,12.128594001251106,786,55.96584972513934,96.79877458770902,1.3872557238882377,0.1,1.0530474037987707,16.23292486256967,0
81.05174810403803,0,7.1327969664608535,0,57.0552443121141,95.34498736025355,9.130652907141682,0.1,0.9,17.951748104038032,0
82.18167437085421,3,7.778046567336746,0,24.70279061809036,95.60558123618073,8.201195343266326,0.1,1.5,14.930279061809037,0
80.0998567749275,1,7.946168923015822,152,59.999656259826025,95.57134672853,7.807057331313855,0.1,0.5,16.242779392103504,0
77.76310206555544,1,10.300627084949504,157,64.31577551638885,93.15313542474752,8.025056036656535,0.1,1.3535973986616332,16.416237490302972,0
83.08149178164487,0,9.435397891623431,23,57.055303835232394,96.15801095780685,11.663160219156136,0.1,0.3790054789034242,15.907900547890343,0
81.7275664018454,1,8.779242127480597,326,61.446210637402984,95.47297713626642,8.767080298381913,0.1,0.5305404572746715,16.985673260965473,0
81.0952534005879,0,9.364676980950351,25,5.468248866470704,96.45796212331163,7.727714324039456,0.1,1.1252227260130203,15.212165910980469,0
77.29253635568102,0,11.245114913121618,0,53.6989036209833,94.7233818075747,8.466805816908963,0.1,2.0414927288637963,16.064874536438488,0
83.45185682131562,0,11.143256600596144,0,53.718501125395335,95.54814317868438,1.6346664430407973,0.1,0.5,15.47407158934219,0
83.3070709038667,2,1.4338167294637314,456,28.368485084640046,98.4212127116001,1.3206766751826495,0.1,1.6807070903866703,15.261414180773341,0
86.75046014107845,0,11.816803831288762,36,57.427636100104145,92.78096241182597,10.847853005121788,0.1,1.7071390955652619,15.817144361773895,0
